title,review
고장난 론,언택트 시대의 뒤틀린 관계 속에 우정에 관하여 
고장난 론,좀 뻔하지만   감동적이고  이 정도면 훌륭하지  
고장난 론,진짜 생각도안했는데 너무괜찮른 영화였다
고장난 론,알고리즘이 상업용으로 활용되고  개인정보 보안이 위태로운 것은 현실이다  그런 진실들을 정면으로 폭로하는 이야기도 필요하지만  그걸 하나의 소재로 전혀 색다른 이야기를 만들어낼 수 있다면 어떨까   고장난 론  속  세대 비봇과 주인공이  친구를 만드는 방법 이 아니라  친구가 되는 법 을 함께 학습해나간다    기계문명의 도래가 마냥 불안한 내게는   고장난 론 의 결말 역시 어딘가 아슬아슬해보인다  그래도  고장난 론 이 아이들 눈높이에 재미와 감동을 다 잡은 수작임에 분명하다 
고장난 론, 론    안에 있지 않아도 돼  토이스토이  소울 다음으로 꼽고 싶을 만큼  유치하고 명랑해도  좋았어요 
고장난 론,    압살론   
고장난 론,론이 고장나서 폭주할 때 웃겼다 
고장난 론,영화
고장난 론,최근에 본 영화 장르 통틀어 최고  딸아이랑 두번 봤네요
고장난 론,안녕 압살론   중독됬다  똥된걸 대박     
고장난 론,우정은 짜맞출 필요없다 그냥  있는 그대로의 날 것     서로간의 최소한 배려 한꼬집   쉬운건데 어려웠지  웃다울다 하며 새삼 또 느끼네요 
고장난 론,평점에 속았다  어른이 보기엔 심하게 유치하다  결말은 좀 황당했다 
고장난 론,이미 많이 우려 먹은 스토리 너무 뻔하지만 그래도 관계에 대한 교훈은 있네
고장난 론,명작이다 진짜   
고장난 론,론이 마지막에 사라지는 것을 보고 감동적이고 멋져요
고장난 론,생략
고장난 론,압살롬  
고장난 론,아이들과 함께 보기에 좋은 영화 였습니다 
고장난 론,재미있게 잘 봤어요  요즘 인터넷에 너무 빠져있는 아이들을 상대로 진짜  친구 를 사귀는게 중요하다는 걸 잘 짚어준 것 같아요   론 너무 귀엽네요 저도 하나 갖고싶어요   
고장난 론,정말 재미있게 잘 봤습니다  어른이 봐도 재밌네요
고장난 론,아 진짜 론 더빙 겁나 웃기네요    
고장난 론,애니계의 언성히어로 커요미 캐릭터 존재 내용도 좋고 아주 수작이다 다만 조금 정신 사나운 화면 연출은 좀 진부하다
고장난 론,뻔할거라 생각하고 본다면 더더욱 미소짓게 될 애니메이션  맞다 뻔하다  그리고 펀하다  월 와 빅히어로의 뒤를 잇는 수작 애니메이션으로 부족함이 없다  나이 먹을 수록 일본식 로봇보다 디즈니식 로봇들에  정감이 가고 미소가 지어진다  가족이 함께 봐도 아이들만큼이나 어른들도 좋아할 추천작 
고장난 론,진짜    재밌다  무조건봐라    점 쓰레기 일본애니는 비교도 안된다
고장난 론,로봇과의 우정으로 이 정도의 재미는 기본이지  전형적인 캐릭터들과 전형적인 이야기 
고장난 론,제목은                 이지만  주인공은 고백한다                     이라고   소셜네트워크 홍수 속에 진정한 관계성에 대한 성찰이다 
고장난 론,진짜 우정을 나누는 법
고장난 론,   로봇 가지고 싶다   
고장난 론,추천해요  잘 봤어요  아이들은 몰입   
고장난 론,시나리오가 너무나 단순하고 구려요 
고장난 론,막 그렇게 재밌을 거라고 생각 못 했는데 너무 재밌고 감동적이어서 세 번이나 울었어요    결말이 행복하고 아름다워서 좋았어요  관람한 지 이틀 정도 지났는데 아직도 여운이 남네요  추천합니다 
고장난 론,역시 믿고 보는 픽사     살난 아들과 와이프랑 같이 봤는데 보는내내 와이프랑 눈물을 뚝뚝 흘리면서 봤네요  아들넘도 넘 재미있었다고 합니다 
고장난 론,나도 저런 봇이 있으면 좋을 거 같다는 생각이   유쾌하고 여운이 남는 애니메이션 좋네요 
고장난 론,성장하는 로봇과 우정
고장난 론,좀 뻔하지만  그래도 재미는 있다  나에게도 비봇을 달라  
고장난 론,론의 미소에 광광 우럭따
고장난 론,기대 하나도 안하고 봤는데 대존잼입니다
고장난 론,   에 매몰된 세태 비판이 가미되어  한 번 생각하게 만드는 좋은 애니매이션이었습니다 
고장난 론,재미있어용 꼭 보세요
고장난 론,흑흑흑 보는내내 울면서 봤써용
고장난 론,아들과 정신없이 웃고  그러면서도 시큰한 감동도 받고  보세요 꼭 보세요 두번 보세요  정말 훌륭한 가족영화    세기의   같은 영화라고 생각합니다 
고장난 론, 
고장난 론,  
고장난 론,                       
고장난 론,따스하다  친구에 대한 의미를 다시 새겨준다 아이폰이나 스티브 잡스는 실랄하게 까지만 그럼에도 친구와 우정에 대해 다시 일깨워준다 론이 너무 사랑스러워서 다시 보고 싶은 영화
고장난 론,괜찮았습니당 내 생일인데 주인공 생일 이어서 기뻤습니당   
고장난 론,메시지 전달에 대한 조급함으로 놓친  감정이입의 틈새
고장난 론,너무 감동적이었고 교훈을 주는거 같아요   
고장난 론,너무 재밌고 귀여운 론
고장난 론,어찌보면 뻔할 수 있는 로봇과 소년의 우정 이야기지만 이게 의외로 나쁘지 않다 복선회수나     홍수 요즘 세태 풍자도 적절히 되어있고 정석은 시대를 초월해 먹히니까 정석 외주작이라 그런지 디즈니스러움이 덜한 것도 장점
고장난 론,진짜 재미있어요  론 너무 귀엽고    재미  감동 다 잡음    또 보고 싶어요 
고장난 론,시간 때우러 갔다가 진주를 발견했다
고장난 론,친구의 의미를 음미해 본다   
고장난 론,진짜 너무 재밌게 봤습니다 감동적이였어요
고장난 론,애기 보여주러 간건데 간만에 재밌게 본 영화  웃다가 울다가     끝나고 계속 생각나는 영화     나오면 소장용으로 구매 예정
고장난 론,많은 교훈과 재미  그리고 감동까지 주는 영화였습니다  진정한 즐거움과 여러 문제를 야기하는 사회 속에서 진정한 의미를 찾아주는 영화
고장난 론,와 진짜 보면서 계속 웃고 재밋었어요   이번 년도에는 영화관에서 본 영화 다 망했는데 이 작품을 만나기 위해서 그런건가 봐요  진짜 재밋었어요    스토리도 좋고 캐릭터 좋고 유머 좋고 마무리 까지 완벽했어요  진짜 보는걸 추천드려요   
고장난 론,너무 감동적이고 요즘시대에 딱 맞는 영화입니다 완전 강추  
고장난 론,올 해 본 영화 중 최고의 영화였습니다    살에 남자친구랑 뿌앵하고 울었네요   너무 감동적이고 론이랑 바니 너무 귀엽구  영상도 너무 좋고 스토리도 좋았어요  여운이 너무 오래 남아서 한번 더 볼 예정입니당  
고장난 론,어른도 어린이도  봐도 괜찮은 애니메이션 영화네요  추천드립니다    
고장난 론,너무 재밌네요 빵빵 터지고 론 너무 귀여워요   갖고 싶을 정도로 어른들이 더 좋아할거 같은 이 영화 강추 입니다   흥행 가즈아 
고장난 론,너무 재밋어요
고장난 론,    년  진심으로 론이 귀엽다고 말해봅니다  할리우드를 대표하는 멋진 만화    너무나도 사랑해요 
샹치와 텐 링즈의 전설,구미호 해태상 디 우리간데
샹치와 텐 링즈의 전설,  억을 포섭하기 위한 무리수
샹치와 텐 링즈의 전설,상치란 캐릭터는 히어로라기 보단 가족문제로 소환된 무술 잘하는 사람 느낌   흥행실패는 캐스팅보단 각본의 문제가 원인임    는 전체 마블중 하위권으로 후반부로 갈수록 용 두마리가 등장하면서 더욱 저열해짐  오로지 빛나는건 양조위의 눈매 
샹치와 텐 링즈의 전설,썅   
샹치와 텐 링즈의 전설,액션은 수준급  스토리는 용두사미
샹치와 텐 링즈의 전설,이영화 강추다
샹치와 텐 링즈의 전설,이얍  하니까 보스가 죽음     
샹치와 텐 링즈의 전설,이건 좀    억지 페 미        샹치를 보러갔는데   캐릭터 매력도가 너무 떨어져  염치없는 영화
샹치와 텐 링즈의 전설,이정도면 마블계에 디워 아니냐 
샹치와 텐 링즈의 전설,그냥 중국영화라고 하면 더평점이 높았겠지만 마블에서 이런영화를   남주가 너무아저씨임 너무 매력이없어    
샹치와 텐 링즈의 전설, 텐 링즈 를 차지하는 자  세상을 지배한다 
샹치와 텐 링즈의 전설,최종보스 나오기 전까진 좋았다 
샹치와 텐 링즈의 전설,마블 영화 안 좋아하는데 나름 재밌어요
샹치와 텐 링즈의 전설,세상 뭘 보더라도 이런 적이 없었는데  걍 다 못생겼다  초반부터 집중이 안된다  서양인이 보는 전형적인 아시아인 외모만 골라서 찍었네  당연 두양은 빼고  오히려 양자경 무술가르치는 씬은 약간 소름  수십년간 무술액션을 해온 여배우의 움직임은 사람을 감동시키게까지 한다 
샹치와 텐 링즈의 전설,미스캐스팅 이라니 양조위를  무려 대악당 두목으로  저사슴같은 눈망울 어쩔꺼야
샹치와 텐 링즈의 전설,아니 무슨 중국어랑 한국어도 번갈아 나오고 스토리도 이상함  그래도 마지막은 좋을줄 알았는데 마직막도 이상 그래도 용 귀엽고 양조위 배우가 연기 잘해서 별점  개준다  
샹치와 텐 링즈의 전설, 점
샹치와 텐 링즈의 전설,초반에 샌프란시스코에서의 액션 스릴있었고 중국 신화 속의 동물들이 나와 귀엽고 흥미로웠음
샹치와 텐 링즈의 전설,난 재밋는뎅  만다린  
샹치와 텐 링즈의 전설,머냐 이건
샹치와 텐 링즈의 전설,토니랑 캡틴 빈자리를 겨우 이따위 짱 꾀 히어로로 꼽사리 끼우겠다고    요세 본 영화들은 통  점 이상을 주기가 왜이리 힘드냐 
샹치와 텐 링즈의 전설,중국이 한국에  동북아정책만  안했으면 더욱 유익하게 감상했을 작품  사실 그들과는 상관 없지만   
샹치와 텐 링즈의 전설,혹평이 많네     난 잼게 봤는데    주인공이 완전 맘에 드는 내 스타일이라 그런가    남자답고 섹시하고      도 화려하고 난 꽤 괜찮게 재밌게 봄 
샹치와 텐 링즈의 전설,마블이 보내는 중국영화에 대한 찬사라고나 할까  성룡식 액션과 웬우와 샹치로 보여주는 강권과 유권을 보여주며 음과 양으로 대비하는 것도 보여주고  와호장룡을 연상시키는 대나무숲에서의 대결도 보여주고  무술로서 대화하는 동양풍의 대결도 보여주며 심지어는 용도 나온다   여주는 이쁜것 같은데 남주는 평범한 것 같아서 뽕이 좀 안차는게 아쉽고  오히려 양조위가 좀 멋있게 나오는듯하다
샹치와 텐 링즈의 전설,어는 영화에선가 봤던 장면이 자꾸 떠오르는 건 착각일까  센과 치이로에서 날으는 용을 타는 모습  요정과 신기한 동물들  스타워즈의 내가 네 애비라는 고백  정글 탐험까지 많이도 가져와서 뒤범벅시켰는데 뭔가 부족하고 진정성도 없다  여동생과 여주때문에 영화에 집중할 수가 없다  왕조위와 양자경을 불러놓고도 저렇게 밖에 못 만들 수 있구   이른바 마블류 좋아한다고 극장가서 본 사람들 돈 아까워서 어쩔까  중국인이 악당으로 그려졌답시고 이걸 또 보이코트하는 애들은 또 뭐냐  참 졸렬하다 졸렬해
샹치와 텐 링즈의 전설,꿀잼
샹치와 텐 링즈의 전설,액션신은 마블 영화중 탑급   막판 용 전투신은 유치했지만 그래도   화려함으로 커버시킴
샹치와 텐 링즈의 전설,모든이가 발암 그 자체 모두가 암이니 감독부터 스텝까지 연대책임이다  발렛파킹하는게 제일 재미있다 
샹치와 텐 링즈의 전설,와       이영화 망했네  솔직히 이거 중국 영화치고  좋았던 영화인데 평점 왜이럼  
샹치와 텐 링즈의 전설,너무 재밌게 봤네요  시간가는줄 모르고 몰입해서 봄
샹치와 텐 링즈의 전설,다들 중국어 듣기싫다  중국자본 싫다  그러시는데 이거 배우들 다 홍콩계 배우들이고 중국에서는 상영 금지 먹었는데유 
샹치와 텐 링즈의 전설,와  이건 좀    심하네 
샹치와 텐 링즈의 전설,주인공이 바른말 해서 중국상영금지       중국입장에선 중국을 좀더 어필할수 있었는데     그놈의 독재체재 때문에 지들나라 더더욱   취급        우리나라도 이상한 인간 뽑아놔서 중국하고 동급 되었다      
샹치와 텐 링즈의 전설,왜 포털에서 평점이 낮은지 이해 안가는 영화    스토리도 좋았고 적당한 개그 요소도 좋았으며 무술도 깔끔 했다    한편의 영화로 놓고 봤을때 아주아주 잘만든 작품  
샹치와 텐 링즈의 전설,캐스팅부터 스토리도 무슨 세상의 중심인양   샹치가 염치가 없네
샹치와 텐 링즈의 전설,천년을 살아온 인류역사의 흑막이라더니    그냥 조폭이었네 
샹치와 텐 링즈의 전설,그냥 마블이 아니라 중국 영화
샹치와 텐 링즈의 전설,중국 원숭이들이 대나무에서 덤블링하는 서커스를 보는듯했음   시간 영화 보는내내 든생각   중국어 듣기싫다
샹치와 텐 링즈의 전설,중국자본이 필요했겠지만 그러다보니 요즘 영화들이 점점 산으로 간다 이게 마블이야  너무 교만하시다 막 만들지 마라 제발
샹치와 텐 링즈의 전설, 분만 봐도 망한 영화라는거 알겠고   분만에 인내심을 잃었다  
샹치와 텐 링즈의 전설,마블 스럽진 않고  진화된   팀이 중국영화를 만든 느낌이랄까    그래도 화려한   덕에 꽤 볼만은 했다  근데 시리즈로 이어질 정도의 작품은 아닌거 같은데    억지로 마블세계관과 연결 하려고 뒤에 억지로 끼워 맞추는데     아  그건 아닌거 같다 
샹치와 텐 링즈의 전설,양조위 따꺼만 보임
샹치와 텐 링즈의 전설,나만 재밌게봤나   평생을 악마로 살았지만 한 여인만을 바라보고 끈을놓질못했던 한남자의 마음
샹치와 텐 링즈의 전설,재미 없는 마블은 처음   
샹치와 텐 링즈의 전설,이런영화는 왜만드는지 이해가안된다 감독 돌머리 
