title,review
블랙 팬서: 와칸다 포에버,아이언니거
블랙 팬서: 와칸다 포에버,적당히 재밌었슴  
블랙 팬서: 와칸다 포에버,마블의  억     만불 예술영화 흉내 물론 그렇게까지 욕먹을 작품이 아닙니다  캐릭터들에 매력이 없을뿐  비판하기 전에 칭찬을 해야겠죠  모든 장면들이 예술적이고  아름답습니다  티찰라의 죽음도 헌사와 함께 잘 해냈습니다  배우들의 연기도 좋아요  그런데 이 영화는 예술영화 분위기만  시간 가까이 유지합니다  좋은 표현이 아닌 것이  대부분의 전투가 소규모로 연출되었다는 뜻입니다  액션이 별로라는 의미이죠  그만큼 지루합니다  캐릭터들의 개성도 붕괴되었습니다  슈리가 이렇게까지 복수귀의 이미지였나요  티찰라 만큼의 임팩트도 없습니다  아이언하트의 설정도 너무 허무맹랑하고  디자인도 괴상해요  트랜스포머도 아니고  그걸 제외하면 전 괜찮았는데  다른 지인에게 보라고 하기는 힘드네요 
블랙 팬서: 와칸다 포에버,히어로들이 맛이 가버림 더이상의 마블은   
블랙 팬서: 와칸다 포에버,흑인들은 연기도 왜 이렇게 과장되고 유아적으로 하지  좋은 배우 몇명 가더니 정말 재앙이 따로 없네
블랙 팬서: 와칸다 포에버,뭐 이런 그지같은 영화가 다있지  스토리도 엉성하고 뒤죽박죽 클리셰 난무  잡탕밥 그 자체         내 소중한 세시간을 돌리도  물리도  
블랙 팬서: 와칸다 포에버,희귀 원소 비브라늄의 능력       과학적으로 있을 법한 음파 최면  복수  명분  개인 욕심을 위한 전쟁이 아닌 국민을 위해 평화를 선택한 리더  블랙팬서 
블랙 팬서: 와칸다 포에버,지루하다 보다가 말았네 다 망한 이유가 있는거야
블랙 팬서: 와칸다 포에버,티찰라 없이 재미지게 버텨주는 슈리와 오코예 그리고 아이언슈트 쿠쿨칸은 애매함
블랙 팬서: 와칸다 포에버, 
블랙 팬서: 와칸다 포에버,정말 배울 게 많은 영화다  세계 최강의 힘을 가진 국가가 미국의 이간질에 서로 죽어라 싸우는 모습이 딱 한반도 모습과 같다  미국은 언제나 이간질 시켜서 손도 안 대고 코 푼다  좀 보고 느껴야 한다 
블랙 팬서: 와칸다 포에버,마블은 몰락 중   영화 참 처참하네 
블랙 팬서: 와칸다 포에버,와칸다는 영원해야 하지만 블랙팬서는 바뀌어야 한다
블랙 팬서: 와칸다 포에버,매력적인 등장인물 하나도없고 서사도 존망이고 돈을 이래 썼음 킬링타임용은 되야 하는거 아닌가 너무 유치한데 자기들만 진지하고 멋부리는 홍대병에 빠진 영화
