title,review
토르: 러브 앤 썬더,타이카 와이티티 인성도 연출력도 개망
토르: 러브 앤 썬더,너무했다  아무리 그래도 그렇지  신들의왕 제우스를 인성 쓰레기 만들고   너무약애  그것도 모잘라 하급신 천둥신에 의해 살해까지 당함   전우주에 신들을 적으로 돌린거나 마찬가지  이번 시나리오는 좀 실패작
토르: 러브 앤 썬더,왤케 유치 하냐
토르: 러브 앤 썬더,이제  편인데 너무 호불호 갈린다
토르: 러브 앤 썬더,토르 신이 너무 무게감 없이 가벼워 진듯  
토르: 러브 앤 썬더,초반에 등장하는 가디언즈 오브 갤럭시 느낌이 난다  헤비메탈 그룹 건스 앤 로지스와 디오의 사운드 트랙은 최고다 
토르: 러브 앤 썬더,사랑하자네요 
토르: 러브 앤 썬더,그냥 한마디로 재미가없다  보다가보다가 결국 중간에 껐다 
토르: 러브 앤 썬더,또보고 싶다
토르: 러브 앤 썬더,   파시스트가 온 우주를 멸망시키는구나
토르: 러브 앤 썬더,영웅을 좀 더 영웅답게 그려 줄 수는 없을까 
토르: 러브 앤 썬더, 
토르: 러브 앤 썬더,사람들이 욕하는 이유가 뽀뽀뽀나 우뢰매같은 느낌이 남   보면서 시간 아깝다는 생각 마구 들고 감독이 만들기 싫었나 하는 기분이 듬  그정도 수준의 작품 
토르: 러브 앤 썬더,솔직히 이건 너무 아동틱 아니냐  그나마 베일좌의 연기력이 감싸주긴 하는데 토르는 부모님 동생 친구까지 보냈다  그런데 토르의 반성 여지는 보이지도 않고 디즈니는 마블에 그만좀 간섭했으면
토르: 러브 앤 썬더,진짜 개망작
토르: 러브 앤 썬더,마블팬들은 나이를 먹어가는데 갈수록 유치해지고 어려지네  애기들 영화됐네  
토르: 러브 앤 썬더, 신을 죽이는 자  신이 상대한다  
토르: 러브 앤 썬더,돈주고 보기는아까워도 집에서 보기에는 볼만합니다 전보다 뭔가 진지함은 줄고 재미가 더 늘어난 느낌   관람 수준이 좀 내려간 느낌  
토르: 러브 앤 썬더,이딴걸로 만들거면 아론 토르 흉내내지 말았어야지 
토르: 러브 앤 썬더,쓰레기 영화
토르: 러브 앤 썬더,토르가 이렇게까지 망할 수 있다고 증명해줌  제우스 완전 허접이었어   하도 말도 안되는 내용들이 많아서 쓰기도 귀찮음 
토르: 러브 앤 썬더,토르는 여기서 끝인듯 어거지로 만들어서 결말도 억지임
토르: 러브 앤 썬더,월트 디즈니 판 토르 
토르: 러브 앤 썬더,와  이 정도일줄이야 최악 그냥 딱 최악
토르: 러브 앤 썬더,토르 시리즈는 그만만들어되는데 굳이 이영활 만든이유 몰겄음 초딩들이 좋아할 영화   나쁘놈의역활분은 공포영화분위기 그외는 유치 찬란
토르: 러브 앤 썬더,똥맛카레인지  카레맛똥인지 헷갈림
토르: 러브 앤 썬더,감독 뇌절의 대참사
토르: 러브 앤 썬더,우리의 영웅 토르를 데려다가 뭔짓을 한 거냐 
토르: 러브 앤 썬더,뒤늦게 봐야지 봐야지 했다가 이제서야 봤는데 저의 기준으로 기대 이상으로 재미있게 봤습니다 코믹한 느낌도 좋고 괜스레 마음 따듯한 그런 기분이 많이 들어서 좋네요 굿
토르: 러브 앤 썬더,영화 보는 내내 이런 천박한 양키 영화를 계속 봐야 하나     고민 하다 끝  
토르: 러브 앤 썬더,   혼자망하기싫고    베일을 응원함 
토르: 러브 앤 썬더,염소만 생각난다 
토르: 러브 앤 썬더,  주의가 물든 영화가 왜 망하는지 보여주는 영화   마블이 어쩌다가 이렇게됐냐    
토르: 러브 앤 썬더,지금까지   살먹고 살면서 악당을 이렇게 잘되게 응원하고 싶은마음이없을정도로 그대사 참맘에들어   나이제부터 모    을 싹다죽이기로 결심했어 아주모면볼수록 염증날꺼같은 토르 마이티토르 연기 아우 오글거려
토르: 러브 앤 썬더,기대 많이 했는데 영화 내용 자체가 잘 기억에 남지 않아요  
토르: 러브 앤 썬더,초딩용 토르
토르: 러브 앤 썬더,      버터허니칩 과자 나온다   해태꺼 겠지 
토르: 러브 앤 썬더,미국 영화  수준하고는 재미없어 딴프로 시청하다   시청시간 만료    
토르: 러브 앤 썬더,산만하다  
토르: 러브 앤 썬더,화끈하고 통쾌하고 조금은 감동적인 점도 있어 잼있었네요  앞으로 한발자국 나아가자 같은 느낌 의 영화 인데 다들 지난영화 하고 비교 하니 제대로 즐기지못하는듯 다음 토르도 기대 되네요 굿굿굿 
토르: 러브 앤 썬더,시간이 지날수록 내용이 기억이 안난다 
토르: 러브 앤 썬더,라그나로크는 얻어 걸린듯 한 연출  러브앤썬더가 도끼와 러브가 되고 마이티토르와 고르는 입체감없이 소비될줄이야
토르: 러브 앤 썬더,평점조절  혹평때문에 안봤으면 후회했을거같다 
토르: 러브 앤 썬더,더 만들어낼 스토리도 없고 억지 쥐어짜기에 감독의 말장난만 늘어나는듯  마블이 디지니로 들어간 순간부터 어린이용 영화로 전락된거 같은   
토르: 러브 앤 썬더,왜 이럼    생각보단 볼만한구만 그레도 토르전편보다 아쉽긴하지만 그래도 볼만했다 다음편을 기대함
토르: 러브 앤 썬더,뭐야   드라마야  시트콤이야  
토르: 러브 앤 썬더,   돈 아깝다    고작 쿠키 영상 볼라고 이딴 돈 쓰다니    제우스 헤라클레쓰   형편 없다 연관성 없고
토르: 러브 앤 썬더,   
토르: 러브 앤 썬더,언제부터 유딩용이된거임 
토르: 러브 앤 썬더,엔드게임 이후 마블작가 다 관둔 듯
토르: 러브 앤 썬더,잃어버린 내    분
토르: 러브 앤 썬더,아마도  마블이  새시즌을  준비하는듯 기존  주연들이  실제로  나이가   차서    자연스럽게   정리하고  새로운  스토리와  인물들로 준비하는듯  그래도   그렇더라도   과거  주연들이  그립다
토르: 러브 앤 썬더,마블이    배트맨을 엄청 싫어하는듯   젤 히트쳤던 배트맨 시리즈에서 배트맨 역 맡았던 형들 마이클키튼  크리스쳔베일 을 전성기 지났다고 다 빌런으로 데려다 재활용하냐  양아치네    도 나중에 로다주 빌런으로 캐스팅해라 
토르: 러브 앤 썬더,콜롬비아를 마약소굴로 묘사한 수많은 헐리우드 영화에도 콜롬비아정부가 미국에 시비걸지 않지만 이걸 우리나라가 만들었으면 수리남처럼 이태리에서 제우스가 어떻게 토르따위에게 죽냐고 항의를 했겠지
토르: 러브 앤 썬더,세줄요약   
토르: 러브 앤 썬더,이게 영화냐 
토르: 러브 앤 썬더,왜 제인이 선택되는지 더 명확했으면 더 좋았을뻔
토르: 러브 앤 썬더,유치하지만 유쾌한 토르식 코메디  그나저나 유일신을 부정하다니  니들 그러다 기독교도들한테 쌍코피 터질라
토르: 러브 앤 썬더,애새끼들 보는 영화에서 유치하다 이지랄떠는 거 지건마렵네   
토르: 러브 앤 썬더,초반까지는 재미있었는데   제인의 죽음은 슬펐고  토르가 삼촌이 된 모습은 코믹 그 자체  전체적으로 유아틱한 만화 같다 
토르: 러브 앤 썬더,페미 탑재하고부터 유치하고 억지설정  누구를 위한 영화인지 마블도 망해가는구나  
토르: 러브 앤 썬더,그만해
토르: 러브 앤 썬더,디플에서 무료로 봐서 그런지 재밌게 잘 봤어요  가족 영화로 치면   점 만점입니다 
토르: 러브 앤 썬더, 급 병맛 코미디영화라고 보면 나쁘지 않다  제우스 역할로 나온 러셀 크로우의 코믹연기도 웃겼고  영화 초반에 토르랑 응응 하는 늑대 인간 여자가 누군가 했더니  햄스워즈의 원래 아내였고    멧 데이먼의 카메오도 웃기고   그냥  급 병맛 감성의 영화로 보면 나쁘지 않고  그 이전에 알던 어벤져스 스타일의 토르로 보면    왜 이렇게 되었나 싶기도 한데  홀로 진지하게 연기하는 모습의 크리스찬 베일의 연기도 멋있긴 하고   이것 저것 짬뽕되어서 정신 사납기는 하지만 그래도 저급 영화라는거 알면서 보니 나름 재미있다      딱  굽 병맛 영화를 보고 싶으신 분들이라면 추천  어벤져스를 상상하시면 비추천    
토르: 러브 앤 썬더,망치여 영원하라
토르: 러브 앤 썬더,제우스가 염소보다 약해보임
토르: 러브 앤 썬더,나쁘지 않음  신화 중 짧은 역사와 얕은 서사를 지닌 북유럽 신화의 주인공을 역시나 역사가 짧은 미국식으로 해석해낸 지극히 미국적 개그 속에 비판이 담겨져 있어서 나름 재밌음  그리스  로마 시대의 오래된 권위있는    신이 어떻게 타락했는지를 마블유니버스 특유의 개그감으로 소화했다고 생각됨  이것도 신화가 기록되는 하나의 방식이 아닐까 
토르: 러브 앤 썬더,볼만한데 마블은 더더욱 초등용이 되어감  아
토르: 러브 앤 썬더,만화본 듯
토르: 러브 앤 썬더,뱀파이어에 관한 아주 특별한 다큐멘터리     나 만들지     
토르: 러브 앤 썬더,토르 시리즈만의 정체성
토르: 러브 앤 썬더,감독이  건스앤 로지즈 왕  팬인가보네   그냥 블럭버스터 코미디 영화임
토르: 러브 앤 썬더,이상하네   나하고 개그코드가 맞나  난 재밌게 봤는데    시간가는줄 모르고 봤는데   
토르: 러브 앤 썬더,지나치게 동화스러운 토르 연대기
토르: 러브 앤 썬더,아니   재미만 있구만  난리들이야  드라마하고 코미디하고 비교를 하면 되나   평점은  점이 적당하겠지만   평점조정  차원에서   점 줌
토르: 러브 앤 썬더, 세이상 관람불가  
토르: 러브 앤 썬더,무난한 드립을 묵묵히 이끌어 나간다 
토르: 러브 앤 썬더,빌런도 성에 안차고 전체적으로 개그를 너무 많이 친다  쿠키에 나온 헬라클레스가 너무 호리호리하다 그래도 시리즈는 계속 볼것 같긴 하다
토르: 러브 앤 썬더,토르는 개그 코드로 가는 듯 라그나 때도 그렇고 소소허세 피식하게 웃기다    은근 매력 았다  
토르: 러브 앤 썬더, 점줄까하다가 의리로  점 줌  최악은 아니고 스토리가 너무 아이들 취향임  마블 특유의 액션은 여전하다 가디언즈 영향으로 반 코미디 스타일로 영화를 만든듯한데   한국인의 정서에 잘 맞지않고 약간 진지함에 친숙힌 히어로물 스타일에 맞지않아 나도 그렇고  전반적으로 악평점이 많은듯  킬링타임용으로 추천함  토르 초기 웅장한 신들의 세계 서사가 아쉽다   
토르: 러브 앤 썬더,유쾌함이 지나쳐 너무 가벼워졌다 입김만 불어도 날아갈듯  
토르: 러브 앤 썬더,디즈니야  마블에 손대지좀 마 전체괸람가 기족영화는 애니메이션으로 만족 해라 좀
토르: 러브 앤 썬더,난 개그 너무 좋았다    멜리사 맥카시는 역시 나를 실망시키지 않았고 러셀크로우 제단에서 내려올 때 좋았다  좀 유치했지만 디즈니라서 아동용으로 만든거라 그러려니 봤고 크리스찬 베일 연기는 소름 돋을 정도였다  요새 디즈니의 다인종주의        인류애  페미니즘은 질릴 정도지만  영화는 재밌었는데  호불호 극명
토르: 러브 앤 썬더,디즈니가 미쳈네 스타워즈 망치더니 토를 어린이만화로만들었어  돈아까워죽겠네
토르: 러브 앤 썬더,      망작 아포칼립스보다 심하네  
토르: 러브 앤 썬더,하도 악플이 많아서 영화관에서 안봤더만 지금 보니 조나 재밌는데 미국식유머도 좋고 타이카 와이티티가 영화는 기가 막힌다니까  이래서 믿고 보는 애들은 꼭 봐야 해
토르: 러브 앤 썬더,  
토르: 러브 앤 썬더,내가 좋아허던 토르를   감독이  모지리가 아니고서야 
토르: 러브 앤 썬더,지금까지 본 망치 령화중 탑오브탑   진짜 재미있게 봤다
토르: 러브 앤 썬더,꼬마들이나 좋아할  코메디 영화 뭐지뭐지 하다가 끝나는       
토르: 러브 앤 썬더,생략
토르: 러브 앤 썬더,엔드게임 이후 마블 영화들 중에 블랙위도우 빼면 좋은 점수를 주기 힘듦  기존의 마블시리즈는 뚜렷한 목적을 가지고 캐릭터들이 모여서 목적을 이루기위해 스토리가 진행되다보니 개별영화들까지 크게 주제에서 벗어나질 않았음  그런데 엔드게임이후 캐릭터들이 교체되고나서 억지로 새로운 스토리에 짜맞추려다보니 도통 한데 모아지질않고 억지스럽게 전개를 할 수 밖에없고  터무니없이 유니버스를 확장하며 대중을 끌어보려했으나 오히려 기존 어벤져스 시리즈와는 어울리지않는 스토리로 이어지고있음  스파이더맨도 보면서 느꼈지만 이건 어벤져스가 아니라 그냥 현대판 스파이더맨일뿐   그렇다면 마블의 어벤져스 팬으로서는 굳이 볼 이유가없다는 생각이 들었습니다  아무튼 토르라는 어벤져스 원년멤버를 이렇게 망가뜨리다니 아쉽습니다
토르: 러브 앤 썬더,코로나  시대라 그런가 영화들이 대체적으로 퇴보하는 느낌이다  왜 이렇게 유치하지  어린이영화 치고도 유치해 보인다 
